customer_id,first_name,last_name,street,city,state,zip,phone,email,customer_since,segment,lifetime_value
100060,Joshua,Guzman,5688 Boulder Ct,Las Vegas,NV,89119,725-555-4876,joshua.guzman13@icloud.com,2015-12-02,SMB,40928
100061,Jeffrey,Perry,8967 Canyon Ct,North Las Vegas,NV,89031,702-555-7469,jeffrey.perry16@icloud.com,2015-02-03,Consumer,33772
100062,Gary,Patterson,3820 Springs Blvd,North Las Vegas,NV,89031,702-555-4850,gary.patterson91@gmail.com,2018-06-22,Consumer,49119
100063,Ashley,Walker,1527 Lamb Blvd,Paradise,NV,89109,725-555-8862,ashley.walker62@gmail.com,2016-02-01,Enterprise,45829
100064,Adam,Martin,6257 Owens Ct,Summerlin,NV,89135,725-555-9632,adam.martin76@icloud.com,2024-12-21,SMB,56376
100065,Jeremy,Reynolds,2297 Warm Ave,Henderson,NV,89052,725-555-9300,jeremy.reynolds85@outlook.com,2022-06-08,Consumer,29433
100066,Douglas,Turner,1902 Bonanza Dr,Henderson,NV,89052,702-555-5137,douglas.turner32@outlook.com,2021-07-08,SMB,32156
100067,Aaron,Reyes,7387 Ann Way,Las Vegas,NV,89101,725-555-3828,aaron.reyes8@outlook.com,2024-09-02,Consumer,25173
100068,Anthony,Alvarez,2493 Sunset Way,Paradise,NV,89109,725-555-3676,anthony.alvarez46@icloud.com,2018-08-23,SMB,7749
100069,Dana,Lewis,3066 Bonanza Way,Henderson,NV,89052,702-555-2078,dana.lewis39@outlook.com,2020-09-18,SMB,42786
100070,Helen,Vasquez,5553 Boulder Blvd,Las Vegas,NV,89119,725-555-6302,helen.vasquez57@hotmail.com,2017-01-24,Consumer,49315
100071,David,Stevens,4002 Rampart Ct,Summerlin,NV,89135,725-555-6951,david.stevens40@hotmail.com,2016-03-25,Consumer,58768
100072,Henry,Owens,2884 Windmill Blvd,Las Vegas,NV,89117,725-555-6533,henry.owens17@gmail.com,2020-08-21,Consumer,45005
100073,Helen,Rogers,718 Stephanie Pkwy,Las Vegas,NV,89117,725-555-8499,helen.rogers83@outlook.com,2023-05-31,Consumer,9439
100074,Roger,Perry,7569 Torrey Ln,Paradise,NV,89109,702-555-6088,roger.perry95@outlook.com,2020-08-25,Consumer,57250
100075,Heather,Castillo,8776 Pecos Pkwy,Las Vegas,NV,89117,702-555-1055,heather.castillo16@icloud.com,2018-12-18,Enterprise,19799
100076,Ronald,Torres,6213 Jones St,Summerlin,NV,89135,725-555-3574,ronald.torres57@yahoo.com,2024-11-21,Consumer,50565
100077,Matthew,Long,2855 Nellis St,North Las Vegas,NV,89031,702-555-8664,matthew.long3@gmail.com,2018-07-26,SMB,59795
100078,Jessica,Rogers,838 Centennial Dr,Henderson,NV,89052,702-555-1980,jessica.rogers76@hotmail.com,2022-07-14,SMB,14176
100079,Jeremy,Alvarez,7087 Durango Ln,Paradise,NV,89109,702-555-6564,jeremy.alvarez8@yahoo.com,2019-02-05,Consumer,35184
100080,Brenda,Romero,1828 Springs Ln,Las Vegas,NV,89119,702-555-5554,brenda.romero8@gmail.com,2017-08-24,Consumer,45720
100081,Patrick,Howard,1920 Sahara Dr,Henderson,NV,89052,702-555-3035,patrick.howard59@yahoo.com,2022-07-13,Consumer,22903
100082,Timothy,Nelson,6056 Canyon Blvd,Las Vegas,NV,89119,702-555-2261,timothy.nelson9@icloud.com,2024-02-10,Enterprise,49226
100083,Stephanie,Cox,4539 Blue Rd,Las Vegas,NV,89119,725-555-8022,stephanie.cox51@hotmail.com,2016-06-08,Consumer,7444
100084,Anna,Edwards,4705 Gibson Ln,Henderson,NV,89011,725-555-1752,anna.edwards6@outlook.com,2017-10-07,Enterprise,54040
100085,Raymond,Patterson,6776 Jones Blvd,North Las Vegas,NV,89031,725-555-6281,raymond.patterson30@yahoo.com,2023-06-19,Enterprise,46724
100086,Taylor,Hall,2330 Durango Ave,Las Vegas,NV,89117,725-555-4179,taylor.hall32@gmail.com,2023-11-05,Consumer,38945
100087,Debra,Hughes,7402 Durango Dr,Paradise,NV,89109,702-555-9262,debra.hughes22@gmail.com,2022-04-03,Enterprise,38378
100088,Sofia,Marshall,175 Owens St,Henderson,NV,89052,702-555-4175,sofia.marshall44@icloud.com,2024-06-04,Consumer,32975
100089,Amy,Chavez,3736 Durango St,Las Vegas,NV,89117,702-555-8118,amy.chavez3@gmail.com,2020-10-24,Consumer,50300
100090,Katherine,Hughes,8321 Cactus Ln,Summerlin,NV,89135,702-555-6842,katherine.hughes60@outlook.com,2017-06-29,Consumer,26467
100091,Natalie,Coleman,3334 Owens Way,Henderson,NV,89011,702-555-5086,natalie.coleman98@hotmail.com,2017-01-27,Consumer,48585
100092,Carol,Jones,2442 Torrey St,Las Vegas,NV,89101,725-555-1527,carol.jones24@icloud.com,2019-01-19,Consumer,40123
100093,Kenneth,Morgan,5455 Alta Ln,Paradise,NV,89109,725-555-2704,kenneth.morgan76@icloud.com,2015-09-30,SMB,11383
100094,James,Gomez,3887 Craig Rd,Summerlin,NV,89135,725-555-6202,james.gomez93@hotmail.com,2017-05-20,Consumer,46889
100095,Robert,Myers,2420 Fort Way,Las Vegas,NV,89119,725-555-8115,robert.myers37@gmail.com,2021-07-14,Consumer,7721
100096,Emily,Stevens,9550 Flamingo Way,Summerlin,NV,89135,725-555-7016,emily.stevens45@gmail.com,2021-11-24,Consumer,56803
100097,Brenda,Collins,484 Warm Dr,Henderson,NV,89011,702-555-2704,brenda.collins2@hotmail.com,2016-04-26,Enterprise,37273
100098,Kyle,Castro,8804 Losee Dr,Las Vegas,NV,89117,702-555-1277,kyle.castro95@icloud.com,2024-03-03,Consumer,25363
100099,Joseph,Garcia,2372 Sunset Pkwy,Summerlin,NV,89135,702-555-7641,joseph.garcia42@icloud.com,2022-10-22,Consumer,35918
100100,Mei,Williams,6948 Durango Way,Henderson,NV,89011,725-555-9184,mei.williams85@yahoo.com,2019-04-14,Enterprise,53897
100101,Richard,Adams,4702 Fort Ct,Las Vegas,NV,89119,725-555-3950,richard.adams25@outlook.com,2024-12-20,SMB,23231
100102,Scott,Rogers,8900 Windmill Blvd,Henderson,NV,89011,725-555-4976,scott.rogers4@outlook.com,2015-11-11,Enterprise,20721
100103,Benjamin,Richardson,3801 Cheyenne Ct,Henderson,NV,89052,725-555-3626,benjamin.richardson22@outlook.com,2016-04-18,Consumer,43189
100104,Luis,Gibson,2960 Springs Way,North Las Vegas,NV,89031,725-555-7855,luis.gibson87@gmail.com,2022-07-07,Consumer,5072
100105,Aisha,Garcia,7127 Russell Blvd,Summerlin,NV,89135,702-555-3344,aisha.garcia4@gmail.com,2016-05-30,SMB,6157
100106,Matthew,Moore,7642 Mojave St,Henderson,NV,89052,702-555-5567,matthew.moore33@icloud.com,2023-10-17,Consumer,9748
100107,Sofia,Carter,4057 Diamond Ln,Summerlin,NV,89135,725-555-8293,sofia.carter19@gmail.com,2023-02-04,Consumer,472
100108,Matthew,Jones,1604 Apache Ave,Las Vegas,NV,89101,702-555-9447,matthew.jones78@gmail.com,2023-02-09,Consumer,38023
100109,Steven,Bennett,1083 Nellis St,North Las Vegas,NV,89031,725-555-8440,steven.bennett26@hotmail.com,2022-06-29,Consumer,8316
100110,Laura,Castro,1257 Stephanie Dr,Las Vegas,NV,89101,702-555-5677,laura.castro24@gmail.com,2016-10-17,Consumer,50604
100111,Joshua,Young,6388 Torrey Dr,Summerlin,NV,89135,702-555-6524,joshua.young79@yahoo.com,2019-03-23,Consumer,18010
100112,Edward,Evans,300 Owens Ct,Las Vegas,NV,89117,725-555-1510,edward.evans55@gmail.com,2023-06-22,Consumer,54504
100113,Jacob,Turner,7391 Ann Ln,Henderson,NV,89052,702-555-6768,jacob.turner27@outlook.com,2017-10-13,Enterprise,56378
100114,Ethan,Peterson,9273 Craig Ct,Paradise,NV,89109,725-555-1026,ethan.peterson25@icloud.com,2024-07-15,Enterprise,48668
100115,Eric,Hall,8920 Russell St,North Las Vegas,NV,89031,702-555-2939,eric.hall31@yahoo.com,2016-10-12,SMB,2699
100116,Linda,Russell,6530 Gibson Dr,North Las Vegas,NV,89031,702-555-6236,linda.russell84@gmail.com,2023-01-22,Consumer,27725
100117,Mei,Adams,2800 Sandhill Blvd,North Las Vegas,NV,89031,725-555-4175,mei.adams76@hotmail.com,2022-09-27,Enterprise,44627
100118,Isabella,Richardson,6433 Losee Way,Paradise,NV,89109,725-555-9025,isabella.richardson60@icloud.com,2016-06-16,SMB,8691
100119,Samuel,Fernandez,8577 Gibson St,Las Vegas,NV,89117,702-555-6432,samuel.fernandez99@outlook.com,2017-02-20,Enterprise,25093
100120,Carl,Fisher,5352 Torrey Pkwy,Las Vegas,NV,89101,702-555-2924,carl.fisher86@hotmail.com,2020-04-12,Consumer,17340
100121,Emily,Freeman,3813 Gibson Ave,Paradise,NV,89109,725-555-8752,emily.freeman79@yahoo.com,2017-11-14,SMB,48390
100122,Heather,Sanders,9418 Ann St,Paradise,NV,89109,702-555-4846,heather.sanders39@outlook.com,2023-04-18,Enterprise,41634
100123,Emily,Reed,6866 Maryland Rd,Las Vegas,NV,89117,702-555-4248,emily.reed12@yahoo.com,2019-01-25,Enterprise,18211
100124,Nathan,Hill,6743 Durango Way,Paradise,NV,89109,702-555-3036,nathan.hill30@icloud.com,2016-07-03,SMB,54821
100125,Luis,Patel,1322 Nellis Ln,Henderson,NV,89052,702-555-9381,luis.patel5@icloud.com,2015-05-21,SMB,51555
100126,Roger,Wells,3558 Cactus St,Summerlin,NV,89135,725-555-4691,roger.wells30@icloud.com,2024-04-12,SMB,29575
100127,George,Kennedy,534 Charleston Ln,North Las Vegas,NV,89031,702-555-3705,george.kennedy24@hotmail.com,2019-04-22,Enterprise,54055
100128,Edward,Morgan,4438 Rainbow Pkwy,Henderson,NV,89011,702-555-2575,edward.morgan85@hotmail.com,2017-04-20,SMB,6764
100129,Jerry,Alexander,2741 Sahara Pkwy,Las Vegas,NV,89101,725-555-9844,jerry.alexander42@icloud.com,2020-11-25,SMB,22345
100130,Emma,Butler,9037 Silverado Ave,Las Vegas,NV,89101,725-555-1776,emma.butler90@hotmail.com,2021-06-26,Consumer,35016
100131,George,Burns,7105 Fort Ct,Paradise,NV,89109,702-555-8654,george.burns24@icloud.com,2019-01-30,Enterprise,40682
100132,Pamela,Simmons,6075 Eastern Dr,Paradise,NV,89109,702-555-6822,pamela.simmons2@outlook.com,2016-09-19,SMB,18957
100133,Keith,Mitchell,3018 Charleston Dr,Las Vegas,NV,89119,702-555-6786,keith.mitchell85@outlook.com,2022-11-12,Consumer,1258
100134,Mary,Perry,3042 Warm Dr,Las Vegas,NV,89117,702-555-3271,mary.perry34@yahoo.com,2019-07-27,Consumer,6332
100135,Deborah,Tran,3233 Craig St,Henderson,NV,89011,702-555-7873,deborah.tran62@gmail.com,2023-12-29,Consumer,50964
100136,Hannah,Owens,520 Cheyenne Ct,North Las Vegas,NV,89031,725-555-9020,hannah.owens47@hotmail.com,2019-10-07,Consumer,31910
100137,Karen,Taylor,4931 Cactus Ct,Henderson,NV,89052,725-555-2629,karen.taylor96@icloud.com,2022-07-12,Consumer,54950
100138,Alexander,Roberts,5319 Cheyenne Blvd,Paradise,NV,89109,725-555-9186,alexander.roberts75@icloud.com,2018-07-21,Consumer,50490
100139,Donald,Cox,5473 Stephanie Ave,Paradise,NV,89109,702-555-9248,donald.cox69@outlook.com,2020-03-06,Consumer,26788
100140,James,White,3580 Alta Ln,Henderson,NV,89052,725-555-3401,james.white9@gmail.com,2020-09-26,Consumer,24346
100141,Betty,Martinez,3843 Decatur Rd,Paradise,NV,89109,725-555-2457,betty.martinez45@yahoo.com,2015-09-19,Consumer,42224
100142,Shirley,Ruiz,6781 Sunset Rd,Henderson,NV,89052,702-555-6408,shirley.ruiz38@hotmail.com,2015-09-17,Consumer,2982
100143,Donald,Garcia,8232 Washington Ave,Las Vegas,NV,89101,702-555-3133,donald.garcia92@yahoo.com,2017-04-30,Enterprise,49051
100144,Adam,Russell,4601 Blue Dr,Summerlin,NV,89135,725-555-7209,adam.russell69@outlook.com,2021-07-07,Consumer,36008
100145,Patricia,Morales,1078 Craig Blvd,Henderson,NV,89052,702-555-6484,patricia.morales97@hotmail.com,2019-06-05,Consumer,35502
100146,Cynthia,Evans,4544 Alta St,Las Vegas,NV,89119,725-555-7960,cynthia.evans17@gmail.com,2018-11-01,Consumer,6558
100147,Kevin,Wright,9894 Torrey Blvd,Las Vegas,NV,89117,725-555-4235,kevin.wright62@icloud.com,2017-11-02,Consumer,716
100148,Adam,Henderson,3306 Tropicana Ln,North Las Vegas,NV,89031,702-555-1079,adam.henderson94@icloud.com,2024-08-23,Consumer,8659
100149,Gary,West,4834 Cactus Ct,Las Vegas,NV,89101,725-555-8062,gary.west73@yahoo.com,2019-04-10,Consumer,47359
100150,James,Hughes,4997 Buffalo Pkwy,Las Vegas,NV,89119,702-555-5091,james.hughes88@outlook.com,2018-07-22,SMB,32891
100151,Dorothy,Powell,1394 Centennial Pkwy,Paradise,NV,89109,702-555-3531,dorothy.powell16@yahoo.com,2022-03-30,Enterprise,28778
100152,Luis,Watson,3705 Springs Blvd,Paradise,NV,89109,702-555-3265,luis.watson6@outlook.com,2021-10-03,Enterprise,27621
100153,Grace,Ruiz,7638 Flamingo Way,Henderson,NV,89011,725-555-1766,grace.ruiz8@outlook.com,2022-02-25,Consumer,23786
100154,Ethan,Gray,8449 Alta Ave,North Las Vegas,NV,89031,725-555-6033,ethan.gray3@yahoo.com,2018-12-03,Enterprise,58365
100155,Kyle,Anderson,6104 Boulder Ave,Henderson,NV,89052,702-555-3131,kyle.anderson89@icloud.com,2022-03-08,Enterprise,26123
100156,Gary,Jones,3819 Sunset Dr,Henderson,NV,89052,725-555-6115,gary.jones24@yahoo.com,2019-08-08,SMB,36714
100157,Richard,Freeman,9470 Fort Dr,Summerlin,NV,89135,702-555-9319,richard.freeman4@hotmail.com,2023-07-02,Enterprise,46945
100158,James,Lewis,5692 Sunset Blvd,Henderson,NV,89011,702-555-6237,james.lewis75@outlook.com,2019-08-02,Consumer,20073
100159,Deborah,Reed,7926 Washington Pkwy,Summerlin,NV,89135,702-555-4411,deborah.reed92@yahoo.com,2017-03-25,Enterprise,53832
100160,George,Jordan,5986 Cactus Ln,Las Vegas,NV,89101,702-555-6108,george.jordan22@gmail.com,2020-11-19,Consumer,30056
100161,Heather,Griffin,3965 Windmill Rd,Henderson,NV,89011,725-555-7068,heather.griffin11@outlook.com,2020-01-08,Enterprise,19995
100162,Donald,Murphy,4068 Charleston Blvd,Summerlin,NV,89135,702-555-5836,donald.murphy81@yahoo.com,2019-01-10,Enterprise,8856
100163,Justin,Butler,297 Russell Rd,Henderson,NV,89052,725-555-5433,justin.butler35@yahoo.com,2016-04-24,Consumer,44233
100164,John,Reed,530 Cheyenne Blvd,Henderson,NV,89011,725-555-7582,john.reed58@hotmail.com,2016-05-03,SMB,25624
100165,Benjamin,Kennedy,4699 Torrey Pkwy,Paradise,NV,89109,702-555-6558,benjamin.kennedy41@gmail.com,2024-01-17,SMB,51931
100166,Christine,Ward,6737 Stephanie Ct,North Las Vegas,NV,89031,702-555-8469,christine.ward58@gmail.com,2017-05-17,Enterprise,52275
100167,Dennis,Brooks,7255 Stephanie Pkwy,North Las Vegas,NV,89031,702-555-6044,dennis.brooks31@hotmail.com,2024-07-03,Enterprise,17761
100168,Charles,Young,321 Maryland Way,North Las Vegas,NV,89031,725-555-2220,charles.young34@yahoo.com,2021-03-24,Consumer,39886
100169,Kimberly,Turner,4524 Tropicana Blvd,Paradise,NV,89109,725-555-6153,kimberly.turner40@hotmail.com,2020-01-28,Consumer,23426
100170,Linda,Reynolds,1905 Horizon Rd,Las Vegas,NV,89119,702-555-3546,linda.reynolds37@yahoo.com,2017-12-13,SMB,43159
100171,Jessica,Baker,6134 Windmill Ln,Summerlin,NV,89135,702-555-9879,jessica.baker57@yahoo.com,2020-04-06,Consumer,39297
100172,Kenneth,Henderson,3652 Nellis Ln,Las Vegas,NV,89101,725-555-2836,kenneth.henderson80@yahoo.com,2015-05-11,Consumer,1224
100173,Diane,Medina,2334 Torrey Dr,Henderson,NV,89052,725-555-8332,diane.medina55@hotmail.com,2020-12-02,Consumer,41186
100174,Donald,Walker,2119 Canyon Rd,Henderson,NV,89011,702-555-7104,donald.walker64@icloud.com,2019-03-21,Consumer,54422
100175,Elizabeth,Robinson,1583 Russell Pkwy,Summerlin,NV,89135,725-555-8364,elizabeth.robinson24@gmail.com,2016-11-23,Enterprise,21551
100176,Nancy,Wells,4928 Jones Rd,North Las Vegas,NV,89031,725-555-7729,nancy.wells62@yahoo.com,2022-06-12,Consumer,20983
100177,Sharon,Chavez,9221 Ann Ave,Las Vegas,NV,89101,702-555-3623,sharon.chavez48@icloud.com,2024-02-08,Consumer,54729
100178,Eric,Harrison,4024 Durango Pkwy,Las Vegas,NV,89117,725-555-7249,eric.harrison61@outlook.com,2020-11-15,Consumer,32000
100179,Dorothy,Murphy,835 Warm Ln,Paradise,NV,89109,702-555-7292,dorothy.murphy46@icloud.com,2023-02-15,Consumer,52295
100180,James,Barnes,2103 Charleston St,Paradise,NV,89109,725-555-1067,james.barnes59@hotmail.com,2022-06-16,SMB,40784
100181,Patricia,Simmons,900 Diamond Dr,Henderson,NV,89011,725-555-2523,patricia.simmons12@outlook.com,2021-04-19,Consumer,32281
100182,Michael,Rivera,922 Torrey Ln,Las Vegas,NV,89117,702-555-7579,michael.rivera70@outlook.com,2023-07-21,Consumer,29165
100183,Frank,Herrera,8545 Hualapai Ct,North Las Vegas,NV,89031,702-555-4735,frank.herrera71@outlook.com,2019-11-04,SMB,47387
100184,Jennifer,Cox,1236 Sandhill Dr,Las Vegas,NV,89101,702-555-7424,jennifer.cox45@outlook.com,2016-09-01,Consumer,55018
100185,Mary,Cook,4478 Boulder Way,Paradise,NV,89109,725-555-2731,mary.cook11@outlook.com,2023-05-18,Consumer,58325
100186,Joseph,Scott,3609 Centennial Ln,North Las Vegas,NV,89031,725-555-7740,joseph.scott28@hotmail.com,2023-02-06,Enterprise,57415
100187,Daniel,Allen,3372 Decatur Ct,Henderson,NV,89011,725-555-4613,daniel.allen40@yahoo.com,2019-11-08,Consumer,34344
100188,Anthony,Nguyen,9174 Charleston Ave,Las Vegas,NV,89119,702-555-3124,anthony.nguyen8@hotmail.com,2018-02-06,Consumer,54141
100189,Keith,Henderson,8194 Durango Ln,Henderson,NV,89011,725-555-8647,keith.henderson58@outlook.com,2016-10-29,Consumer,33448
100190,Donna,Ellis,7310 Diamond Way,Las Vegas,NV,89119,725-555-6133,donna.ellis9@gmail.com,2020-10-09,Consumer,29776
100191,Jeremy,Jenkins,5809 Russell St,Las Vegas,NV,89101,702-555-1731,jeremy.jenkins3@hotmail.com,2021-06-30,Consumer,4785
100192,Nathan,Lopez,7376 Pecos Dr,Henderson,NV,89011,702-555-3318,nathan.lopez49@outlook.com,2018-12-27,Consumer,58139
100193,Joshua,Campbell,7775 Maryland Dr,Henderson,NV,89011,725-555-9959,joshua.campbell9@icloud.com,2022-02-10,Consumer,1650
100194,Edward,Gutierrez,5253 Springs Dr,Summerlin,NV,89135,702-555-3095,edward.gutierrez47@icloud.com,2016-03-05,Enterprise,39983
